Id,algebra,programming,data science,robotics,economics,job,salary
4618,96,90,62,90,51,economist,360000
4619,95,62,71,82,64,senior developer,520000
4620,71,95,60,74,80,junior developer,170000
4621,51,82,98,69,85,economist,370000
4622,68,88,74,74,79,senior developer,610000
4623,97,92,68,68,90,economist,510000
4624,56,85,53,62,61,data scientist,870000
4625,72,70,92,93,94,senior developer,560000
4626,99,58,74,82,73,junior developer,170000
4627,59,91,72,85,55,data scientist,930000
4628,67,77,67,61,99,junior developer,150000
4629,60,75,90,51,84,data scientist,730000
4630,78,62,68,52,65,senior developer,420000
4631,80,91,87,55,78,junior developer,200000
4632,78,86,80,71,88,robotics engineer,870000
4633,67,56,76,86,88,developer,260000
4634,91,85,79,97,64,developer,380000
4635,81,78,59,99,57,robotics engineer,960000
4636,52,72,87,52,86,developer,310000
4637,55,98,73,79,81,junior developer,170000
4638,54,50,84,66,81,junior developer,100000
4639,71,70,86,89,97,developer,330000
4640,58,87,51,89,88,senior developer,510000
4641,64,98,94,58,53,junior developer,150000
4642,65,83,72,71,57,economist,380000
4643,90,50,78,62,63,data scientist,740000
4644,66,93,96,97,69,junior developer,170000
4645,60,75,76,88,56,data scientist,690000
4646,87,63,80,68,79,robotics engineer,820000
4647,90,68,99,87,67,data scientist,750000
4648,78,75,66,91,82,robotics engineer,900000
4649,73,85,61,55,58,developer,310000
4650,62,93,61,67,95,senior developer,520000
4651,70,89,53,72,73,developer,330000
4652,82,62,82,84,66,junior developer,140000
4653,84,79,50,81,90,robotics engineer,890000
4654,78,82,73,90,58,data scientist,900000
4655,83,85,50,66,80,senior developer,610000
4656,74,91,83,94,94,economist,400000
4657,83,95,80,71,64,junior developer,210000
4658,92,67,68,62,88,data scientist,810000
4659,75,93,68,89,71,developer,370000
4660,87,61,52,88,76,robotics engineer,930000
4661,54,89,99,66,68,robotics engineer,1060000
4662,93,58,55,99,69,junior developer,150000
4663,61,50,91,89,67,senior developer,470000
4664,69,54,56,62,64,junior developer,110000
4665,88,73,53,67,77,economist,460000
4666,59,83,88,99,52,robotics engineer,940000
4667,87,51,75,65,76,robotics engineer,810000
4668,65,65,79,98,51,economist,330000
4669,52,98,68,69,50,economist,280000
4670,61,67,88,74,70,robotics engineer,820000
4671,92,66,60,95,76,economist,440000
4672,80,64,53,52,75,junior developer,160000
4673,99,84,85,60,98,robotics engineer,970000
4674,86,71,91,73,52,data scientist,800000
4675,71,77,77,76,84,junior developer,160000
4676,80,65,90,89,60,junior developer,140000
4677,57,74,58,95,97,economist,430000
4678,55,97,63,77,81,junior developer,160000
4679,96,80,88,90,92,economist,420000
4680,88,73,71,99,69,developer,360000
4681,76,61,52,85,81,robotics engineer,870000
4682,89,64,50,98,61,senior developer,460000
4683,94,72,94,84,91,senior developer,570000
4684,79,50,79,78,66,data scientist,650000
4685,82,93,58,92,62,senior developer,550000
4686,69,98,61,59,86,data scientist,840000
4687,98,53,96,70,60,economist,410000
4688,95,80,79,74,87,economist,470000
4689,98,86,54,90,83,senior developer,610000
4690,85,64,85,73,51,junior developer,170000
4691,53,98,87,67,66,senior developer,570000
4692,95,99,67,50,70,senior developer,660000
4693,81,65,67,71,57,robotics engineer,760000
4694,53,58,59,73,95,junior developer,100000
4695,78,80,64,91,99,developer,320000
4696,60,72,68,70,56,data scientist,650000
4697,87,67,93,83,50,economist,420000
4698,59,69,61,68,87,junior developer,140000
4699,74,72,61,66,60,junior developer,170000
4700,68,71,83,93,59,data scientist,740000
4701,58,76,82,61,96,senior developer,530000
4702,89,98,90,87,67,senior developer,690000
4703,78,91,68,57,68,developer,330000
4704,92,95,84,58,63,developer,440000
4705,58,74,67,82,97,economist,390000
4706,87,74,87,92,87,developer,290000
4707,63,81,88,96,57,robotics engineer,1010000
4708,75,65,98,57,63,data scientist,730000
4709,60,56,84,98,60,data scientist,700000
4710,92,82,59,50,79,developer,320000
4711,65,71,94,86,78,economist,390000
4712,96,94,96,79,51,senior developer,680000
4713,96,76,53,51,94,economist,440000
4714,97,94,52,89,96,junior developer,190000
4715,83,70,64,81,57,robotics engineer,1030000
4716,99,82,92,93,51,junior developer,220000
4717,71,80,79,92,67,senior developer,640000
4718,85,89,52,63,81,developer,390000
4719,50,51,90,68,52,robotics engineer,750000
4720,81,93,91,57,93,economist,410000
4721,87,73,68,67,74,junior developer,170000
4722,89,86,97,52,63,economist,380000
4723,64,89,67,86,64,economist,350000
4724,87,85,84,71,89,junior developer,200000
4725,74,60,93,57,51,data scientist,650000
4726,74,50,92,65,88,developer,270000
4727,66,92,62,68,88,junior developer,160000
4728,70,98,87,59,92,senior developer,550000
4729,90,67,82,51,52,economist,390000
4730,51,54,54,90,97,developer,250000
4731,91,81,83,71,63,senior developer,610000
4732,70,72,83,55,61,robotics engineer,850000
4733,60,75,62,51,56,developer,270000
4734,63,98,92,69,86,economist,380000
4735,99,94,98,67,78,senior developer,710000
4736,74,85,61,54,93,senior developer,510000
4737,82,68,77,85,77,junior developer,150000
4738,56,54,69,61,52,data scientist,660000
4739,50,86,96,62,98,developer,300000
4740,74,95,87,84,65,senior developer,590000
4741,70,50,62,98,55,economist,310000
4742,85,53,79,78,79,data scientist,650000
4743,95,61,53,67,80,robotics engineer,770000
4744,61,87,51,94,99,developer,300000
4745,74,90,62,57,84,senior developer,580000
4746,75,93,51,64,98,economist,420000
4747,67,74,62,53,96,developer,300000
4748,74,89,98,66,68,robotics engineer,970000
4749,71,81,72,84,89,junior developer,140000
4750,76,61,76,59,61,economist,340000
4751,70,97,53,82,52,data scientist,790000
4752,77,88,76,84,78,developer,340000
4753,85,62,52,95,91,data scientist,630000
4754,62,82,92,73,69,junior developer,140000
4755,96,55,85,77,63,data scientist,700000
4756,93,86,59,66,65,data scientist,780000
4757,85,79,97,62,53,junior developer,160000
4758,60,88,90,53,60,economist,320000
4759,62,84,79,58,89,developer,360000
4760,89,71,56,86,97,data scientist,800000
4761,59,57,57,66,65,developer,270000
4762,78,73,80,94,64,senior developer,490000
4763,94,72,89,55,66,economist,380000
4764,96,92,76,94,98,robotics engineer,1030000
4765,57,78,51,95,90,data scientist,680000
4766,65,62,83,99,72,data scientist,630000
4767,61,75,59,74,72,economist,380000
4768,73,95,67,97,62,robotics engineer,1180000
4769,65,84,62,89,92,developer,290000
4770,60,82,85,55,81,robotics engineer,930000
4771,51,71,57,83,97,junior developer,110000
4772,67,72,63,72,81,robotics engineer,860000
4773,88,83,89,98,71,senior developer,730000
4774,64,91,70,97,65,data scientist,910000
4775,85,76,58,68,95,robotics engineer,1030000
4776,55,91,62,91,75,senior developer,590000
4777,84,91,88,53,66,developer,330000
4778,80,91,66,84,56,senior developer,570000
4779,79,64,80,84,96,junior developer,150000
4780,71,80,84,84,64,data scientist,820000
4781,65,62,52,73,75,economist,370000
4782,93,55,57,85,55,data scientist,690000
4783,71,81,58,97,90,robotics engineer,1020000
4784,57,59,53,68,95,data scientist,660000
4785,72,58,60,58,57,junior developer,130000
4786,69,76,65,95,96,data scientist,670000
4787,99,52,94,78,82,robotics engineer,870000
4788,56,90,72,60,75,senior developer,590000
4789,80,87,53,54,72,senior developer,550000
4790,88,85,78,62,54,economist,430000
4791,93,82,92,94,80,developer,370000
4792,92,78,92,76,67,economist,470000
4793,79,59,84,53,78,developer,290000
4794,66,60,58,79,76,junior developer,110000
4795,56,87,56,66,87,economist,410000
4796,94,91,69,56,57,developer,330000
4797,97,57,54,61,66,junior developer,170000
4798,55,67,61,64,91,data scientist,630000
4799,99,50,63,90,78,data scientist,720000
4800,97,61,83,62,78,junior developer,150000
4801,82,99,73,70,82,economist,370000
4802,67,83,57,57,76,data scientist,870000
4803,68,76,81,79,56,developer,320000
4804,95,83,95,87,96,senior developer,730000
4805,87,73,79,62,61,economist,420000
4806,74,69,98,71,84,robotics engineer,890000
4807,73,89,85,92,91,economist,420000
4808,95,53,87,95,84,data scientist,640000
4809,60,74,80,74,87,robotics engineer,890000
4810,54,97,52,94,69,developer,300000
4811,63,70,85,75,64,data scientist,780000
4812,97,60,78,78,67,junior developer,170000
4813,72,52,61,65,56,junior developer,150000
4814,56,77,68,50,59,robotics engineer,860000
4815,55,84,66,53,90,robotics engineer,900000
4816,75,62,82,51,81,senior developer,440000
4817,55,98,65,93,64,junior developer,170000
4818,59,55,88,58,86,economist,370000
4819,90,57,91,79,71,data scientist,720000
4820,87,70,59,58,72,economist,360000
4821,55,87,94,89,71,data scientist,940000
4822,92,80,79,73,96,senior developer,510000
4823,95,84,78,61,94,robotics engineer,1000000
4824,91,68,89,68,72,robotics engineer,850000
4825,62,59,53,91,88,junior developer,120000
4826,52,79,85,77,85,robotics engineer,1020000
4827,99,87,99,58,85,economist,500000
4828,61,94,76,86,90,developer,360000
4829,67,92,86,81,97,junior developer,150000
4830,79,99,70,86,86,robotics engineer,1130000
4831,93,83,55,82,84,senior developer,530000
4832,97,78,77,67,96,robotics engineer,900000
4833,76,64,87,96,57,developer,280000
4834,89,82,80,65,63,senior developer,550000
4835,72,98,92,54,93,developer,330000
4836,88,83,73,59,50,economist,330000
4837,86,52,92,88,94,economist,410000
4838,99,60,59,85,87,developer,290000
4839,86,93,98,99,79,developer,380000
4840,71,60,56,64,70,economist,400000
4841,72,75,69,76,72,data scientist,780000
4842,50,88,73,53,97,robotics engineer,960000
4843,67,86,82,61,96,data scientist,960000
4844,68,77,72,84,79,robotics engineer,1050000
4845,69,57,50,76,93,senior developer,440000
4846,50,74,96,72,97,robotics engineer,790000
4847,50,87,57,76,61,economist,330000
4848,80,92,95,54,94,data scientist,980000
4849,86,78,89,70,52,senior developer,600000
4850,78,82,89,77,75,economist,440000
4851,57,95,76,94,78,developer,370000
4852,53,67,87,85,93,economist,370000
4853,80,66,71,83,84,robotics engineer,1020000
4854,83,97,51,60,95,robotics engineer,1030000
4855,84,88,58,98,59,data scientist,760000
4856,52,99,98,50,68,robotics engineer,1060000
4857,87,80,50,70,71,junior developer,170000
4858,56,85,79,78,65,senior developer,640000
4859,58,98,73,96,55,senior developer,670000
4860,87,60,76,82,77,developer,250000
4861,80,60,54,50,73,robotics engineer,740000
4862,95,88,81,82,94,economist,500000
4863,83,86,85,92,96,senior developer,720000
4864,53,67,59,79,57,robotics engineer,790000
4865,86,57,63,71,78,junior developer,140000
4866,79,89,61,70,79,senior developer,600000
4867,63,75,75,89,83,senior developer,560000
4868,95,88,74,73,91,robotics engineer,1130000
4869,93,71,79,56,70,developer,300000
4870,76,80,55,98,70,economist,370000
4871,74,98,86,79,56,economist,360000
4872,51,83,83,69,58,junior developer,130000
4873,77,79,70,70,82,developer,340000
4874,73,52,78,89,74,senior developer,500000
4875,99,67,95,73,75,junior developer,180000
4876,76,84,90,91,58,economist,420000
4877,90,76,50,96,58,economist,400000
4878,58,63,84,89,63,developer,290000
4879,83,67,77,71,53,data scientist,840000
4880,79,83,98,93,52,developer,390000
4881,82,88,69,79,57,data scientist,780000
4882,57,91,95,76,77,data scientist,940000
4883,98,65,70,64,84,senior developer,540000
4884,86,98,83,67,80,developer,340000
4885,93,79,81,92,99,economist,450000
4886,74,64,61,82,55,robotics engineer,820000
4887,94,52,55,68,94,economist,390000
4888,83,85,63,62,90,junior developer,200000
4889,88,97,79,53,55,junior developer,200000
4890,98,78,65,76,93,developer,330000
4891,51,93,95,92,91,data scientist,840000
4892,66,80,97,85,83,data scientist,730000
4893,84,73,57,89,69,junior developer,160000
4894,74,60,87,63,51,developer,290000
4895,83,55,81,72,60,data scientist,740000
4896,83,97,92,68,99,economist,520000
4897,79,76,81,77,81,developer,280000
4898,58,85,97,59,68,developer,280000
4899,64,87,55,54,75,economist,420000
4900,76,53,69,94,87,junior developer,140000
4901,57,80,53,59,89,developer,280000
4902,91,60,85,84,55,robotics engineer,980000
4903,69,61,52,53,96,data scientist,590000
4904,99,93,74,57,73,developer,450000
4905,97,71,77,76,88,developer,350000
4906,55,77,84,81,66,junior developer,140000
4907,85,52,66,73,51,data scientist,610000
4908,89,53,91,76,64,robotics engineer,780000
4909,70,86,74,86,52,developer,380000
4910,53,79,60,88,71,developer,280000
4911,95,87,61,67,78,senior developer,650000
4912,72,92,52,61,83,developer,350000
4913,85,79,53,82,66,developer,380000
4914,73,52,99,50,52,developer,260000
4915,76,82,95,71,75,economist,390000
4916,55,92,86,71,56,robotics engineer,890000
4917,59,96,99,89,97,data scientist,940000
4918,99,81,76,74,77,developer,350000
4919,50,70,64,68,99,data scientist,620000
4920,82,64,58,64,54,data scientist,640000
4921,53,50,81,68,76,senior developer,450000
4922,55,97,97,83,94,junior developer,150000
4923,86,61,66,52,64,data scientist,640000
4924,53,91,58,75,69,junior developer,160000
4925,57,89,57,69,96,junior developer,170000
4926,61,74,62,81,92,junior developer,160000
4927,77,85,69,62,60,developer,350000
4928,87,71,59,72,88,senior developer,540000
4929,58,55,93,59,84,economist,410000
4930,66,56,52,71,59,data scientist,650000
4931,51,98,61,90,58,junior developer,130000
4932,74,96,51,63,90,junior developer,180000
4933,60,66,95,75,71,junior developer,140000
4934,97,65,86,55,79,junior developer,180000
4935,96,94,69,85,53,economist,350000
4936,52,99,94,91,63,developer,380000
4937,58,61,70,99,53,robotics engineer,920000
4938,66,94,90,68,64,economist,330000
4939,53,54,78,98,52,developer,200000
4940,89,85,82,97,61,senior developer,640000
4941,53,71,96,59,69,junior developer,130000
4942,92,52,76,78,84,developer,240000
4943,94,66,80,91,87,developer,280000
4944,67,64,91,62,86,junior developer,140000
4945,99,77,55,94,52,data scientist,710000
4946,84,88,87,92,60,junior developer,190000
4947,84,71,63,55,98,robotics engineer,710000
4948,79,83,68,56,83,junior developer,190000
4949,54,81,63,58,69,junior developer,160000
4950,96,50,68,60,89,junior developer,140000
4951,70,84,66,96,83,junior developer,170000
4952,87,82,57,64,57,data scientist,800000
4953,50,66,62,57,65,robotics engineer,650000
4954,85,57,84,52,77,junior developer,140000
4955,79,88,99,50,74,junior developer,180000
4956,88,86,77,97,89,economist,450000
4957,77,59,72,64,71,junior developer,150000
4958,62,60,91,61,55,junior developer,130000
4959,61,78,51,72,57,developer,320000
4960,65,60,51,64,93,senior developer,400000
4961,83,93,78,60,90,economist,490000
4962,87,75,83,90,64,robotics engineer,1150000
4963,71,54,97,79,62,data scientist,690000
4964,90,92,74,85,71,developer,360000
4965,66,76,72,72,52,robotics engineer,1030000
4966,57,51,79,69,56,junior developer,120000
4967,73,65,65,85,99,developer,310000
4968,54,50,58,85,97,developer,190000
4969,79,77,89,90,80,robotics engineer,1110000
4970,68,68,60,61,77,robotics engineer,870000
4971,68,81,50,91,96,economist,350000
4972,65,70,70,95,67,data scientist,770000
4973,91,56,57,83,51,developer,300000
4974,79,68,89,72,62,junior developer,170000
4975,89,94,52,54,51,developer,410000
4976,53,65,85,78,86,data scientist,700000
4977,88,50,73,50,72,junior developer,130000
4978,63,82,69,80,75,junior developer,170000
4979,92,77,83,68,85,data scientist,840000
4980,88,75,81,98,90,robotics engineer,1040000
4981,66,55,84,68,89,developer,230000
4982,63,62,83,70,95,junior developer,130000
4983,75,85,87,71,65,senior developer,620000
4984,90,70,79,68,58,robotics engineer,940000
4985,76,84,93,54,97,developer,390000
4986,73,91,87,85,57,economist,370000
4987,71,89,86,66,88,data scientist,930000
4988,58,91,63,71,94,robotics engineer,920000
4989,59,64,93,95,59,data scientist,760000
4990,70,93,81,67,89,senior developer,530000
4991,87,64,76,64,52,senior developer,500000
4992,85,79,57,86,65,data scientist,770000
4993,52,56,90,75,85,robotics engineer,850000
4994,63,92,91,93,96,developer,360000
4995,58,54,51,98,82,robotics engineer,870000
4996,58,73,60,51,94,data scientist,620000
4997,70,52,84,71,88,economist,400000
4998,53,63,53,79,70,economist,300000
4999,65,50,93,80,88,senior developer,410000
5000,88,71,61,70,96,developer,350000
5001,75,56,50,73,55,senior developer,500000
5002,93,92,96,95,71,junior developer,210000
5003,50,58,81,89,67,senior developer,480000
5004,75,50,66,65,50,developer,270000
5005,76,93,74,89,76,junior developer,180000
5006,94,87,99,83,55,senior developer,600000
5007,87,55,87,85,83,junior developer,130000
5008,82,92,71,95,50,developer,370000
5009,62,65,96,57,67,data scientist,820000
5010,94,73,94,52,50,senior developer,510000
5011,72,60,62,76,75,data scientist,680000
5012,90,56,76,53,72,developer,280000
5013,92,51,69,75,52,junior developer,160000
5014,80,78,85,51,66,junior developer,150000
5015,78,51,78,71,63,robotics engineer,710000
5016,65,55,50,99,58,developer,230000
5017,64,54,83,61,94,data scientist,640000
5018,66,82,53,95,96,junior developer,130000
5019,50,86,88,84,61,robotics engineer,970000
5020,74,64,78,55,80,developer,260000
5021,67,70,83,88,70,senior developer,510000
5022,74,75,86,71,80,senior developer,510000
5023,79,64,98,64,67,economist,400000
5024,79,81,51,60,51,junior developer,160000
5025,63,92,78,60,56,robotics engineer,830000
5026,62,87,68,92,59,senior developer,570000
5027,86,86,87,82,51,data scientist,900000
5028,82,83,96,95,54,senior developer,660000
5029,96,50,91,69,68,senior developer,430000
5030,72,62,90,68,75,economist,360000
5031,52,58,94,55,76,robotics engineer,700000
5032,80,53,53,78,79,junior developer,130000
5033,57,79,58,79,95,robotics engineer,1050000
5034,73,68,54,64,52,developer,300000
5035,53,73,76,67,52,data scientist,680000
5036,51,75,67,88,93,senior developer,560000
5037,72,54,51,81,52,economist,340000
5038,73,71,67,53,91,senior developer,500000
5039,51,98,79,52,91,economist,440000
5040,69,82,91,70,72,robotics engineer,990000
5041,99,77,60,84,72,economist,460000
5042,57,98,97,56,98,developer,360000
5043,77,72,86,84,50,data scientist,700000
5044,91,96,66,92,63,developer,430000
5045,86,80,83,95,93,developer,380000
5046,79,62,70,99,89,economist,390000
5047,74,73,82,70,67,robotics engineer,980000
5048,81,52,65,85,92,economist,410000
5049,93,81,89,62,80,senior developer,560000
5050,85,59,84,77,90,robotics engineer,800000
5051,55,83,80,85,50,robotics engineer,950000
5052,89,51,83,53,93,economist,460000
5053,96,91,79,95,56,junior developer,190000
5054,65,86,64,51,77,data scientist,840000
5055,75,82,80,69,84,junior developer,150000
5056,94,91,96,97,51,data scientist,940000
5057,90,90,86,72,67,data scientist,870000
5058,93,52,96,87,82,data scientist,760000
5059,83,79,94,71,66,data scientist,830000
5060,62,61,57,77,94,senior developer,450000
5061,79,55,87,63,70,junior developer,120000
5062,59,55,98,54,90,robotics engineer,810000
5063,93,83,73,96,97,developer,370000
5064,51,70,61,56,97,robotics engineer,860000
5065,66,52,94,90,67,robotics engineer,820000
5066,87,80,75,61,82,robotics engineer,820000
5067,85,72,93,91,50,senior developer,550000
5068,99,55,77,55,72,data scientist,670000
5069,90,57,89,94,72,developer,260000
5070,94,96,84,94,63,senior developer,670000
5071,95,88,96,78,92,economist,530000
5072,77,57,69,58,83,developer,230000
5073,82,58,89,95,66,senior developer,550000
5074,77,50,80,58,93,junior developer,150000
5075,74,83,64,51,54,data scientist,840000
5076,98,72,53,76,58,robotics engineer,860000
5077,59,82,61,72,74,economist,320000
5078,67,54,81,99,98,data scientist,600000
5079,51,62,86,90,70,developer,240000
5080,81,53,91,59,79,junior developer,140000
5081,90,76,72,80,74,junior developer,170000
5082,62,77,77,51,77,data scientist,740000
5083,95,53,65,86,66,senior developer,460000
5084,58,82,98,67,83,junior developer,170000
5085,96,62,53,87,76,robotics engineer,950000
5086,93,82,54,67,76,junior developer,160000
5087,55,89,69,86,78,data scientist,850000
5088,99,64,91,94,56,data scientist,810000
5089,91,99,84,65,74,senior developer,700000
5090,61,71,60,69,61,economist,300000
5091,79,83,68,90,67,data scientist,870000
5092,58,98,80,52,74,senior developer,550000
5093,75,92,64,87,54,data scientist,870000
5094,55,55,57,87,51,data scientist,530000
5095,76,56,80,92,83,developer,300000
5096,86,75,96,59,88,data scientist,750000
5097,52,60,72,66,82,robotics engineer,840000
5098,96,96,56,68,99,robotics engineer,1090000
5099,82,57,80,78,72,data scientist,620000
5100,75,59,54,96,86,economist,440000
5101,71,87,52,68,58,economist,360000
5102,98,84,50,67,88,economist,420000
5103,85,64,92,85,80,economist,390000
5104,62,55,63,65,81,data scientist,600000
5105,55,50,71,54,62,economist,300000
5106,58,50,93,78,54,developer,230000
5107,51,77,95,96,83,junior developer,130000
5108,84,72,74,62,95,developer,340000
5109,58,91,87,55,71,economist,380000
5110,91,72,52,68,77,data scientist,730000
5111,62,56,76,89,74,robotics engineer,770000
5112,60,69,69,69,69,developer,260000
5113,90,97,82,53,91,junior developer,200000
5114,51,56,59,57,64,data scientist,530000
5115,68,85,81,72,71,developer,320000
5116,55,60,63,60,66,senior developer,450000
5117,67,67,92,56,68,robotics engineer,860000
5118,75,94,97,86,65,developer,360000
5119,96,72,89,74,61,robotics engineer,1030000
5120,88,55,83,59,54,developer,240000
5121,51,80,75,66,60,senior developer,540000
5122,66,83,58,53,77,junior developer,170000
5123,84,69,67,75,67,junior developer,170000
5124,77,76,95,76,78,developer,330000
5125,53,98,77,90,63,senior developer,620000
5126,77,86,57,93,79,junior developer,170000
5127,53,67,84,85,66,economist,350000
5128,54,61,77,99,69,robotics engineer,1010000
5129,55,55,51,71,90,economist,360000
5130,57,65,63,73,65,developer,270000
5131,99,71,53,84,67,data scientist,870000
5132,74,79,85,94,59,economist,400000
5133,80,72,52,96,54,economist,350000
5134,99,89,57,51,93,data scientist,960000
5135,88,50,78,85,79,robotics engineer,860000
5136,70,82,99,56,83,developer,330000
5137,70,61,65,81,68,economist,370000
5138,69,89,76,56,55,economist,330000
5139,81,54,66,66,66,junior developer,140000
5140,80,91,75,66,79,developer,320000
5141,87,68,51,86,86,junior developer,150000
5142,77,56,84,70,87,junior developer,130000
5143,96,76,78,91,60,robotics engineer,930000
5144,81,74,82,65,73,data scientist,820000
5145,63,99,52,93,86,data scientist,960000
5146,53,84,55,94,59,developer,270000
5147,94,94,97,74,93,data scientist,880000
5148,59,83,55,90,61,economist,300000
5149,95,71,98,92,76,junior developer,160000
5150,50,65,78,78,67,data scientist,610000
5151,87,54,66,52,64,economist,350000
5152,52,69,92,89,76,data scientist,670000
5153,84,77,67,56,72,economist,370000
5154,67,91,85,74,81,data scientist,850000
5155,54,69,99,69,67,junior developer,110000
5156,65,71,90,90,51,senior developer,600000
5157,54,51,67,50,80,data scientist,560000
5158,87,69,58,53,87,robotics engineer,910000
5159,89,66,60,72,81,developer,310000
5160,82,63,59,87,52,senior developer,570000
5161,88,71,69,93,84,data scientist,670000
5162,61,54,70,79,72,senior developer,460000
5163,59,86,88,86,62,economist,340000
5164,57,84,86,75,51,developer,300000
5165,90,91,80,67,50,robotics engineer,1120000
5166,79,91,97,54,52,junior developer,160000
5167,83,64,83,64,56,developer,320000
5168,96,93,58,80,82,data scientist,810000
5169,60,77,62,70,79,senior developer,530000
5170,75,56,94,56,63,data scientist,630000
5171,85,87,99,57,55,economist,430000
5172,71,73,68,99,62,economist,380000
5173,94,88,65,96,82,robotics engineer,1030000
5174,81,78,54,80,77,senior developer,500000
5175,67,58,73,77,67,senior developer,510000
5176,74,56,77,85,94,robotics engineer,960000
5177,84,72,50,99,97,senior developer,550000
5178,92,54,60,90,86,junior developer,150000
5179,50,72,63,53,91,economist,380000
5180,86,98,66,97,75,junior developer,170000
5181,87,55,89,90,54,data scientist,660000
5182,71,53,85,50,61,robotics engineer,770000
5183,67,93,93,90,51,senior developer,640000
5184,72,58,97,76,55,senior developer,510000
5185,65,87,77,83,95,senior developer,540000
5186,64,82,84,59,57,robotics engineer,810000
5187,92,59,78,71,96,data scientist,770000
5188,54,79,94,64,79,junior developer,120000
5189,50,87,85,90,96,senior developer,510000
5190,94,60,82,66,87,economist,480000
5191,55,78,76,89,56,developer,280000
5192,50,92,78,78,97,economist,340000
5193,65,86,50,89,70,junior developer,150000
5194,86,90,64,71,61,junior developer,170000
5195,99,97,82,78,69,senior developer,640000
5196,81,84,83,54,95,developer,350000
5197,99,77,66,50,88,economist,440000
5198,57,63,87,64,54,data scientist,730000
5199,99,72,88,88,74,senior developer,520000
5200,66,87,71,53,75,economist,380000
5201,90,98,77,70,56,economist,410000
5202,89,73,52,52,76,data scientist,680000
5203,90,54,78,90,85,developer,260000
5204,80,87,55,55,96,junior developer,190000
5205,96,51,95,50,95,senior developer,540000
5206,56,66,50,71,85,junior developer,140000
5207,86,95,79,83,91,data scientist,890000
5208,62,55,89,94,51,data scientist,630000
5209,50,84,66,85,77,junior developer,130000
5210,95,76,59,93,64,robotics engineer,1150000
5211,64,72,79,83,55,senior developer,460000
5212,78,88,75,94,62,developer,310000
5213,61,92,63,59,71,robotics engineer,1030000
5214,93,86,63,85,67,senior developer,530000
5215,73,72,67,80,56,developer,290000
5216,51,93,84,53,98,developer,320000
5217,53,63,75,95,54,robotics engineer,870000
5218,97,90,65,72,54,junior developer,220000
5219,67,58,69,61,90,robotics engineer,730000
5220,81,84,91,84,73,junior developer,170000
5221,81,97,59,65,56,junior developer,170000
5222,79,52,78,99,67,data scientist,680000
5223,84,50,79,72,97,senior developer,470000
5224,75,81,86,50,80,senior developer,490000
5225,91,54,95,71,65,economist,370000
5226,91,95,75,85,75,robotics engineer,1120000
5227,92,65,61,86,59,robotics engineer,1060000
5228,96,54,74,63,50,senior developer,530000
5229,51,61,71,72,51,developer,260000
5230,61,70,75,83,83,data scientist,810000
5231,98,56,76,55,64,robotics engineer,810000
5232,79,87,92,85,53,robotics engineer,1100000
5233,99,56,88,70,94,robotics engineer,930000
5234,72,73,66,77,70,data scientist,770000
5235,64,56,74,92,74,economist,350000
5236,56,55,91,56,97,economist,390000
5237,96,73,67,89,96,junior developer,160000
5238,69,61,71,70,78,junior developer,150000
5239,92,99,79,64,71,junior developer,190000
5240,65,98,77,92,63,robotics engineer,1160000
5241,68,89,82,65,87,senior developer,540000
5242,81,78,62,50,59,junior developer,140000
5243,50,82,98,77,87,developer,330000
5244,72,83,59,57,85,data scientist,810000
5245,73,93,99,89,88,developer,380000
5246,73,58,99,90,97,senior developer,490000
5247,96,60,51,87,69,economist,390000
5248,58,53,89,84,60,developer,220000
5249,73,68,73,96,52,junior developer,160000
5250,63,79,66,93,74,developer,290000
5251,53,65,89,91,98,developer,290000
5252,50,86,52,59,74,developer,330000
5253,72,75,94,98,57,data scientist,910000
5254,99,95,56,91,56,senior developer,610000
5255,75,81,87,93,78,economist,410000
5256,70,98,99,66,89,economist,380000
5257,96,50,75,95,86,economist,420000
5258,84,82,51,78,76,economist,370000
5259,79,97,86,56,75,developer,350000
5260,81,61,79,96,72,senior developer,550000
5261,84,84,80,70,64,developer,310000
5262,97,64,80,79,87,data scientist,680000
5263,96,73,70,75,89,junior developer,160000
5264,64,99,77,89,62,data scientist,1040000
5265,91,92,62,50,73,robotics engineer,800000
5266,55,91,74,53,82,junior developer,160000
5267,63,57,85,93,60,junior developer,120000
5268,73,98,74,89,84,developer,380000
5269,59,67,94,69,56,junior developer,150000
5270,60,58,53,93,94,senior developer,440000
5271,81,80,97,56,87,developer,380000
5272,52,62,57,88,62,economist,290000
5273,90,64,93,89,52,economist,380000
5274,98,74,96,96,60,economist,370000
5275,89,70,58,93,70,senior developer,480000
5276,89,54,72,76,68,senior developer,460000
5277,72,83,66,59,53,data scientist,860000
5278,82,65,58,63,88,junior developer,170000
5279,83,50,88,79,59,economist,320000
5280,76,97,99,99,78,data scientist,990000
5281,90,58,71,91,94,data scientist,670000
5282,97,94,59,91,70,data scientist,950000
5283,76,68,58,58,93,robotics engineer,830000
5284,91,89,83,62,58,developer,330000
5285,91,66,57,71,56,economist,380000
5286,99,82,81,91,93,data scientist,1010000
5287,94,93,78,99,51,robotics engineer,1200000
5288,59,76,92,98,85,developer,270000
5289,59,68,78,77,86,senior developer,500000
5290,67,58,86,65,57,developer,260000
5291,73,58,51,95,62,junior developer,130000
5292,73,69,52,70,76,developer,280000
5293,62,83,54,81,63,junior developer,140000
